Title,Year,Director,Origin/Ethnicity,Cast,Genre,Color,Duration,Actor_2,Gross,Genres,Actor_1,Actor_3,Plot_keywords,Language,Country,Budget,Aspect_ratio
Free Birds,2013,Jimmy Hayward,American,"Owen Wilson, Woody Harrelson, Amy Poehler, Dan Fogler, Lesley Nicol, George Takei, Colm Meaney, Keith David, Carlos Alazraqui, Josh Lawson, Danny Carey, Dwight Howard","animated, buddy comedy",Color,91.0,Carlos Ponce,55747724.0,Adventure|Animation|Comedy|Family,Amy Poehler,Dan Fogler,chipmunk|hunting dog|sabotage|thanksgiving|turkey the bird,English,USA,55000000.0,1.85
Fruitvale Station,2013,Ryan Coogler,American,"Michael B. Jordan, Melonie Diaz, Kevin Durand, Chad Michael Murray, Ahna O'Reilly, Octavia Spencer",drama,Color,85.0,Melonie Diaz,16097842.0,Biography|Drama|Romance,Ahna O'Reilly,Ariana Neal,22 year old|b.a.r.t.|bay area|birthday|police,English,USA,900000.0,1.85
G.I. Joe: Retaliation,2013,Jon M. Chu,American,"D. J. Cotrona, Lee Byung-hun, Adrianne Palicki, Ray Park, Jonathan Pryce, Ray Stevenson, Channing Tatum, Bruce Willis, Dwayne Johnson",action-adventure,Color,122.0,Dwayne Johnson,122512052.0,Action|Adventure|Sci-Fi|Thriller,Channing Tatum,Elodie Yung,general|gi joe|martial arts|ninja|president,English,USA,130000000.0,2.35
Gangster Squad,2013,Ruben Fleischer,American,"Josh Brolin, Ryan Gosling, Nick Nolte, Emma Stone, Anthony Mackie, Giovanni Ribisi, Michael Peña, Robert Patrick, Sean Penn","action, crime drama",Color,113.0,Brandon Molale,45996718.0,Action|Crime|Drama|Thriller,Ryan Gosling,Wade Williams,good versus evil|machine gun|mobster|police vigilantism|year 1949,English,USA,60000000.0,2.35
Getaway,2013,Courtney Solomon,American,"Ethan Hawke, Selena Gomez, Jon Voight, Rebecca Budig, Paul Freeman, Bruce Payne",action-thriller,Color,90.0,Paul Freeman,10494494.0,Action|Crime|Thriller,Rebecca Budig,Bruce Payne,die hard scenario|earth viewed from space|race against time|race car driver|title at the end,English,USA,18000000.0,2.35
Gravity,2013,Alfonso Cuarón,American,"Sandra Bullock, George Clooney","drama, thriller",Color,91.0,Basher Savage,274084951.0,Adventure|Drama|Sci-Fi|Thriller,Phaldut Sharma,Amy Warren,box office hit|long take|sole survivor|space|space station,English,UK,100000000.0,2.35
Grown Ups 2,2013,Dennis Dugan,American,"Adam Sandler, Kevin James, Chris Rock, David Spade, Salma Hayek, Maya Rudolph, Maria Bello, Nick Swardson, Taylor Lautner, David Henrie, Patrick Schwarzenegger, Cheri Oteri, Steve Buscemi, Milo Ventimiglia, Aly Michalka, Alexander Ludwig, Andy Samberg, Steve Austin, Will Forte, Taran Killam, Jon Lovitz, Akiva Schaffer, Jorma Taccone, Tim Meadows, Shaquille O'Neal, Colin Quinn, Bobby Moynihan, Paul Brittain",comedy,Color,101.0,Adam Sandler,133668525.0,Comedy,Steve Buscemi,Jon Lovitz,belching|number in title|party|reference to nicki minaj|sneezing,English,USA,80000000.0,1.85
Grudge Match,2013,Peter Segal,American,"Robert De Niro, Sylvester Stallone, Kevin Hart, Alan Arkin, Kim Basinger, Jon Bernthal","boxing, comedy",Color,113.0,Sylvester Stallone,29802761.0,Comedy|Sport,Robert De Niro,Oscar Gale,broke|promoter|retirement|trainer|training,English,USA,40000000.0,1.85
Hansel & Gretel: Witch Hunters,2013,Tommy Wirkola,American,"Jeremy Renner, Gemma Arterton, Famke Janssen, Peter Stormare, Pihla Viitala, Thomas Mann, Derek Mears, Robin Atkin Downes (voice), Rainer Bock, Monique Ganderton, Ingrid Bolsø Berdal, Zoë Bell, Joanna Kulig","action-adventure, horror",Color,98.0,Derek Mears,55682070.0,Action|Fantasy|Horror,Jeremy Renner,Ingrid Bolsø Berdal,bounty hunter|brother sister team|death of loved one|hansel and gretel|supernatural power,English,Germany,50000000.0,2.35
Her,2013,Spike Jonze,American,"Joaquin Phoenix, Amy Adams, Rooney Mara, Scarlett Johansson (voice)",romance,Color,126.0,Brian Johnson,25556065.0,Drama|Romance|Sci-Fi,Scarlett Johansson,Matt Letscher,divorce|female frontal nudity|future|loneliness|operating system,English,USA,23000000.0,1.85
Home Run,2013,David Boyd,American,"Scott Elrod, Dorian Brown, Charles Henry Wyson, Vivica A. Fox","drama, sports",Color,113.0,Drew Waters,2859955.0,Drama|Sport,Vivica A. Fox,Scott Elrod,addiction|alcoholic|baseball|car accident|reference to god,English,USA,1200000.0,2.35
Homefront,2013,Gary Fleder,American,"Jason Statham, James Franco, Winona Ryder, Kate Bosworth, Rachelle Lefevre, Frank Grillo, Clancy Brown, Izabela Vidovic",action drama,Color,100.0,James Franco,19783777.0,Action|Crime|Drama|Thriller,Jason Statham,Frank Grillo,biker|biker gang|dea|dea agent|fight,English,USA,22000000.0,2.35
Identity Thief,2013,Seth Gordon,American,"Jason Bateman, Melissa McCarthy, Jon Favreau, Amanda Peet, T.I., Genesis Rodriguez, Morris Chestnut, John Cho, Robert Patrick, Eric Stonestreet, Maggie Elizabeth Jones, Clark Duke, Ben Falcone","comedy, road",Color,120.0,Eric Stonestreet,134455175.0,Comedy|Crime,Jon Favreau,T.I.,bounty hunter|credit card|cross country|identity|police,English,USA,35000000.0,2.35
Insidious: Chapter 2,2013,James Wan,American,"Patrick Wilson, Rose Byrne, Lin Shaye, Ty Simpkins, Barbara Hershey",horror,Color,106.0,Barbara Hershey,83574831.0,Fantasy|Horror|Thriller,Lin Shaye,Leigh Whannell,barricading a door|injection in leg|police detective|supernatural|taser,English,USA,5000000.0,2.35
Iron Man 3,2013,Shane Black,American,"Robert Downey, Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall, Stephanie Szostak, James Badge Dale, Jon Favreau, Ben Kingsley",superhero,Color,195.0,Jon Favreau,408992272.0,Action|Adventure|Sci-Fi,Robert Downey Jr.,Don Cheadle,armor|explosion|human bomb|missile attack|terrorist,English,USA,200000000.0,2.35
Jack the Giant Slayer,2013,Bryan Singer,American,"Nicholas Hoult, Eleanor Tomlinson, Stanley Tucci, Ian McShane, Bill Nighy, Ewan McGregor","action-adventure, fantasy",Color,114.0,Ewen Bremner,65171860.0,Adventure|Fantasy,Eddie Marsan,Ralph Brown,bean|giant|king|no opening credits|princess,English,USA,195000000.0,2.35
Joe,2013,David Gordon Green,American,"Nicolas Cage, Tye Sheridan, Heather Kafka, Ronnie Gene Blevins, Sue Rock",drama,Color,117.0,Tye Sheridan,371897.0,Drama,Nicolas Cage,Ronnie Gene Blevins,alcoholic|cigarette smoking|father son relationship|teenage boy|woods,English,USA,4000000.0,2.35
Kevin Hart: Let Me Explain,2013,Leslie Small,American,Features Kevin Hart's performance in 2012,"comedy, documentary",Color,75.0,La'Princess Jackson,32230907.0,Comedy|Documentary,David Jason Perez,Dana Hanna,lying|montreal|reference to twitter|reference to youtube|toronto,English,USA,2500000.0,1.85
Kick-Ass 2,2013,Jeff Wadlow,American,"Aaron Taylor-Johnson, Christopher Mintz-Plasse, Chloë Grace Moretz, Jim Carrey","action comedy, superhero",Color,103.0,Donald Faison,28751715.0,Action|Comedy|Crime,Chloë Grace Moretz,Augustus Prew,hit in the crotch|kicked in the crotch|punched in the crotch|sparring|superhero,English,USA,28000000.0,2.35
Last Vegas,2013,Jon Turteltaub,American,"Michael Douglas, Robert De Niro, Morgan Freeman, Kevin Kline, Mary Steenburgen",comedy,Color,105.0,Morgan Freeman,63910583.0,Comedy|Romance,Robert De Niro,Romany Malco,bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas,English,USA,28000000.0,2.35
Lone Survivor,2013,Peter Berg,American,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster, Eric Bana",war,Color,121.0,Scott Elrod,125069696.0,Action|Biography|Drama|Thriller|War,Jerry Ferrara,Dan Bilzerian,courage|navy seal|outnumbered|shot multiple times|survival,English,USA,40000000.0,2.35
Machete Kills,2013,Robert Rodriguez,American,"Danny Trejo, Michelle Rodriguez, Sofía Vergara, Amber Heard, Carlos Estevez, Antonio Banderas, Cuba Gooding Jr., Walt Goggins, William Sadler, Demián Bichir, Mel Gibson",action,Color,107.0,Demián Bichir,7268659.0,Action|Comedy|Crime|Thriller,Alexa PenaVega,Marko Zaror,arms dealer|battle|bomb|machete|missile,English,Russia,20000000.0,1.85
A Madea Christmas,2013,Tyler Perry,American,"Tyler Perry, Kathy Najimy, Chad Michael Murray, Anna Maria Horsford, Tika Sumpter, Eric Lively, JR Lemon, Alicia Witt, Lisa Whelchel, Larry the Cable Guy",comedy,Color,100.0,Tika Sumpter,52528330.0,Comedy|Drama,Alicia Witt,Larry the Cable Guy,christmas|holiday|madea series|rural setting|stubbornness,English,USA,25000000.0,1.85
Man of Steel,2013,Zack Snyder,American,"Henry Cavill, Amy Adams, Michael Shannon, Kevin Costner, Diane Lane, Laurence Fishburne, Antje Traue, Ayelet Zurer, Russell Crowe",superhero,Color,143.0,Christopher Meloni,291021565.0,Action|Adventure|Fantasy|Sci-Fi,Henry Cavill,Harry Lennix,based on comic book|british actor playing american character|final battle|origin of hero|reboot,English,USA,225000000.0,2.35
Monsters University,2013,Dan Scanlon,American,"Billy Crystal, John Goodman, Steve Buscemi, Joel Murray, Sean Hayes, Dave Foley, Peter Sohn, Charlie Day, Frank Oz, Helen Mirren, Alfred Molina, Nathan Fillion, Aubrey Plaza, Tyler Labine, John Krasinski, Bonnie Hunt, Bobby Moynihan, Julia Sweeney, Beth Behrs, John Ratzenberger","animated, comedy, family",Color,104.0,Tyler Labine,268488329.0,Adventure|Animation|Comedy|Family|Fantasy,Steve Buscemi,Sean Hayes,cheating|fraternity|monster|singing in a car|university,English,USA,200000000.0,1.85
Nebraska,2013,Alexander Payne,American,"Bruce Dern, Will Forte, June Squibb, Stacy Keach, Bob Odenkirk",dramedy, Black and White,115.0,Bruce Dern,17613460.0,Adventure|Comedy|Drama,Devin Ratray,Will Forte,aging|billings montana|lincoln nebraska|nebraska|pickup truck,English,USA,12000000.0,2.35
Now You See Me,2013,Louis Leterrier,American,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Mélanie Laurent, Isla Fisher, Dave Franco, Michael Caine, Morgan Freeman",thriller,Color,125.0,Common,117698894.0,Crime|Mystery|Thriller,Morgan Freeman,Michael Kelly,bank|fbi|heist|interpol|magician,English,USA,75000000.0,2.35
Oblivion,2013,Joseph Kosinski,American,"Tom Cruise, Olga Kurylenko, Andrea Riseborough, Morgan Freeman, Nikolaj Coster-Waldau, Melissa Leo, Zoë Bell","action, sci-fi",Color,124.0,Tom Cruise,89021735.0,Action|Adventure|Mystery|Sci-Fi,Morgan Freeman,Zoë Bell,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool,English,USA,120000000.0,2.35
Olympus Has Fallen,2013,Antoine Fuqua,American,"Gerard Butler, Aaron Eckhart and Morgan Freeman, Angela Bassett, Robert Forster, Cole Hauser, Finley Jacobsen, Ashley Judd, Melissa Leo, Dylan McDermott, Radha Mitchell, Rick Yune",action-thriller,Color,119.0,Morgan Freeman,98895417.0,Action|Thriller,Gerard Butler,Radha Mitchell,political thriller|politics|president|speaker of the house|u.s. president,English,USA,70000000.0,2.35
Out of the Furnace,2013,Scott Cooper,American,"Christian Bale, Woody Harrelson, Casey Affleck, Forest Whitaker, Willem Dafoe, Zoe Saldana, Sam Shepard",crime,Color,116.0,Sam Shepard,11326836.0,Crime|Drama|Thriller,Christian Bale,Dendrie Taylor,ambiguous ending|brother brother relationship|drug dealer|fight club|revenge,English,USA,22000000.0,2.35
Oz the Great and Powerful,2013,Sam Raimi,American,"James Franco, Mila Kunis, Rachel Weisz, Michelle Williams, Zach Braff, Bill Cobbs, Joey King (voice), Tony Cox","adventure, fantasy",Color,130.0,Mila Kunis,234903076.0,Adventure|Family|Fantasy,Tim Holmes,James Franco,circus|magic|magician|oz|witch,English,USA,215000000.0,2.35
Pacific Rim,2013,Guillermo del Toro,American,"Charlie Hunnam, Idris Elba, Rinko Kikuchi, Charlie Day, Rob Kazinsky, Max Martini, Ron Perlman","action, sci-fi",Color,131.0,Clifton Collins Jr.,101785482.0,Action|Adventure|Sci-Fi,Charlie Hunnam,Larry Joe Campbell,giant monster|kaiju|pilot|portal|robot,English,USA,190000000.0,1.85
Pain & Gain,2013,Michael Bay,American,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub, Ed Harris","crime, dark comedy",Color,129.0,Larry Hankin,49874933.0,Comedy|Crime|Drama,Dwayne Johnson,Michael Rispoli,american dream|bodybuilder|money|punch into the camera|reference to julia roberts,English,USA,26000000.0,2.35
Parker,2013,Taylor Hackford,American,"Jason Statham, Jennifer Lopez, Michael Chiklis, Bobby Cannavale, and Nick Nolte, Clifton Collins, Jr., Wendell Pierce, Patti LuPone, Carlos Carrasco, Micah A. Hauptman, Emma Booth, Daniel Bernhardt",crime thriller,Color,118.0,Clifton Collins Jr.,17609982.0,Action|Crime|Romance|Thriller,Jason Statham,Wendell Pierce,action hero|disguise|hospital|real estate agent|thief,English,USA,35000000.0,2.35
Percy Jackson: Sea of Monsters,2013,Thor Freudenthal,American,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Leven Rambin, Jake Abel, Douglas Smith, Stanley Tucci, Nathan Fillion","adventure, fantasy",Color,106.0,Leven Rambin,68558662.0,Adventure|Family|Fantasy,Logan Lerman,Brandon T. Jackson,golden fleece|half brother|magical tree|sea|tree,English,USA,90000000.0,2.35
Prisoners,2013,Denis Villeneuve,American,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello, Terrence Howard, Melissa Leo, Paul Dano",crime thriller,Color,153.0,Jake Gyllenhaal,60962878.0,Crime|Drama|Mystery|Thriller,Hugh Jackman,Dylan Minnette,child abduction|detective|investigation|police|sex offender,English,USA,46000000.0,1.85
RED 2,2013,Dean Parisot,American,"Bruce Willis, John Malkovich, Mary-Louise Parker, Catherine Zeta-Jones, Anthony Hopkins, Helen Mirren",action comedy,Color,116.0,Anthony Hopkins,53215979.0,Action|Comedy|Crime|Thriller,Bruce Willis,Garrick Hagon,cia|cia agent|rescue|russian|team,English,USA,84000000.0,2.35
Riddick,2013,David Twohy,American,"Vin Diesel, Jordi Mollà, Matt Nable, Katee Sackhoff, Dave Bautista, Bokeem Woodbine, Raoul Trujillo, Karl Urban","action, sci-fi",Color,127.0,Nolan Gerard Funk,41997790.0,Action|Sci-Fi|Thriller,Vin Diesel,Bokeem Woodbine,alien|left for dead|mercenary|survival|vomiting,English,USA,38000000.0,2.35
R.I.P.D.,2013,Robert Schwentke,American,"Jeff Bridges, Ryan Reynolds, Kevin Bacon, Mary-Louise Parker, Stephanie Szostak","buddy cop, supernatural",Color,96.0,Jeff Bridges,33592415.0,Action|Comedy|Fantasy,Ryan Reynolds,Stephanie Szostak,drug dealer|gold|partner|police|undead,English,USA,130000000.0,2.35
Runner Runner,2013,Brad Furman,American,"Justin Timberlake, Gemma Arterton, Anthony Mackie, Ben Affleck, David Costabile, Sam Palladio, Oliver Cooper",thriller,Color,88.0,John Heard,19316646.0,Crime|Thriller,Justin Timberlake,David Costabile,costa rica|fbi agent|gambling|money|online gambling,English,USA,30000000.0,2.35
Safe Haven,2013,Lasse Hallström,American,"Josh Duhamel, Julianne Hough, Cobie Smulders, David Lyons",romantic thriller,Color,115.0,Noah Lomax,71346930.0,Drama|Romance|Thriller,David Lyons,Mimi Kirkland,abusive husband|chick flick|north carolina|secret|widower,English,USA,28000000.0,2.35
Saving Mr. Banks,2013,John Lee Hancock,American,"Emma Thompson, Tom Hanks, Paul Giamatti, Jason Schwartzman, Colin Farrell",dramedy,Color,125.0,Ruth Wilson,83299761.0,Biography|Comedy|Drama|History|Music,Tom Hanks,B.J. Novak,author|disney|loss of father|reference to walt disney|suppression of emotion,English,USA,35000000.0,2.35
Scary Movie 5,2013,Malcolm D. Lee,American,"Ashley Tisdale, Simon Rex, Erica Ash, Katrina Bowden, Heather Locklear, Terry Crews, J. P. Manoux, Mac Miller, Jerry O'Connell, Molly Shannon, Snoop Dogg, Kate Walsh, Katt Williams, Sarah Hyland, Bow Wow, Jasmine Guy, Lil Duval, Chris Elliott, Kendra Wilkinson, Audrina Patridge, Tyler Posey, Mike Tyson, Charlie Sheen, Lindsay Lohan","horror comedy, parody",Color,88.0,Snoop Dogg,32014289.0,Comedy,Marisa Saks,Molly Shannon,2010s|ape|ballet|psychic|supernatural,English,USA,20000000.0,1.85
Side Effects,2013,Steven Soderbergh,American,"Jude Law, Rooney Mara, Catherine Zeta-Jones, Channing Tatum",thriller,Color,106.0,David Costabile,32154410.0,Crime|Drama|Thriller,Channing Tatum,Katie Lowes,clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect,English,USA,30000000.0,1.85
Texas Chainsaw 3D,2013,John Luessenhop,American,"Alexandra Daddario, Dan Yeager, Tremaine 'Trey Songz' Neverson, Tania Raymonde, Keram Malicki-Sánchez, Thom Barry, Paul Rae and Bill Moseley",slasher,Color,92.0,Keram Malicki-Sánchez,34334256.0,Horror|Thriller,Gunnar Hansen,Shaun Sipos,chainsaw|halloween|mansion|massacre|texas,English,USA,11000000.0,2.35
Thor: The Dark World,2013,Alan Taylor,American,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgård, Idris Elba, Christopher Eccleston, Adewale Akinnuoye-Agbaje, Kat Dennings, Ray Stevenson, Zachary Levi, Tadanobu Asano, Jaimie Alexander, Rene Russo and Anthony Hopkins",superhero,Color,112.0,Natalie Portman,206360018.0,Action|Adventure|Fantasy,Chris Hemsworth,Anthony Hopkins,arrest|portal|thor|warrior|weapon,English,USA,170000000.0,2.35
Turbo,2013,David Soren,American,"Ryan Reynolds, Paul Giamatti, Michael Peña, Luis Guzmán, Bill Hader, Richard Jenkins, Ken Jeong, Michelle Rodriguez, Maya Rudolph, Ben Schwartz, Kurtwood Smith, Snoop Dogg, Samuel L. Jackson","animated, comedy, family",Color,96.0,Snoop Dogg,83024900.0,Adventure|Animation|Comedy|Family|Sport,Ryan Reynolds,Ben Schwartz,accident|freak accident|race|snail|underdog,English,USA,135000000.0,2.35
Warm Bodies,2013,Jonathan Levine,American,"Nicholas Hoult, Teresa Palmer, Rob Corddry, Dave Franco, Analeigh Tipton, Cory Hardrict and John Malkovich","horror, romantic comedy",Color,98.0,Vincent Leclerc,66359959.0,Comedy|Horror|Romance,Cory Hardrict,Daniel Rindress-Kay,fight|memory|teenager|undead|zombie,English,USA,35000000.0,2.35
We're the Millers,2013,Rawson Marshall Thurber,American,"Jason Sudeikis, Jennifer Aniston, Emma Roberts, Will Poulter, Ed Helms, Nick Offerman",comedy,Color,118.0,Molly C. Quinn,150368971.0,Comedy|Crime,Laura-Leigh,Thomas Lennon,fake family|male frontal nudity|marijuana|mexico|stripper,English,USA,37000000.0,2.35
White House Down,2013,Roland Emmerich,American,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke, Richard Jenkins, James Woods",action comedy,Color,131.0,Jake Weber,73103784.0,Action|Drama|Thriller,Channing Tatum,Matt Craven,black u.s. president|president|secret service|tour|white house,English,USA,150000000.0,2.35
World War Z,2013,Marc Forster,American,"Brad Pitt, Mireille Enos, James Badge Dale, Matthew Fox",action-adventure,Color,123.0,Brad Pitt,202351611.0,Action|Adventure|Horror|Sci-Fi|Thriller,Peter Capaldi,Mireille Enos,chaos|disease|infection|pandemic|zombie,English,USA,190000000.0,2.35
The Legend of Hercules,2014,Renny Harlin,American,"Kellan Lutz
Gaia Weiss
Scott Adkins",fantasy,Color,99.0,Luke Newberry,18821279.0,Action|Adventure|Fantasy,Roxanne McKee,Gaia Weiss,ancient greece|forbidden love|hercules|king|slavery,English,USA,70000000.0,2.35
Jack Ryan: Shadow Recruit,2014,Kenneth Branagh,American,"Chris Pine
Keira Knightley
Kevin Costner
Kenneth Branagh",thriller,Color,105.0,Nonso Anozie,50549107.0,Action|Drama|Thriller,Colm Feore,Gemma Chan,covert analyst|marine|russian|spy|stock market,English,USA,60000000.0,2.35
The Nut Job,2014,Peter Lepeniotis,American,"Will Arnett
Brendan Fraser
Gabriel Iglesias
Liam Neeson",comedy,Color,85.0,Brendan Fraser,64238770.0,Adventure|Animation|Comedy|Family,Liam Neeson,Sarah Gadon,bank robbery|heist|raccoon|rat|squirrel,English,Canada,42000000.0,1.85
Ride Along,2014,Tim Story,American,"Ice Cube
Kevin Hart
John Leguizamo
Bruce McGill",comedy,Color,99.0,Tika Sumpter,134141530.0,Action|Comedy|Crime|Romance,Bruce McGill,Bryan Callen,gunfight|outrunning explosion|police|security guard|street shootout,English,USA,25000000.0,2.35
"I, Frankenstein",2014,Stuart Beattie,American,"Aaron Eckhart
Bill Nighy
Yvonne Strahovski
Miranda Otto",action,Color,92.0,Kevin Grevioux,19059018.0,Action|Fantasy|Sci-Fi|Thriller,Caitlin Stasey,Miranda Otto,army|creature|demon|frankenstein|gargoyle,English,Australia,65000000.0,2.35
That Awkward Moment,2014,Tom Gormican,American,"Zac Efron
Miles Teller
Michael B. Jordan
Imogen Poots",romantic comedy,Color,94.0,Lola Glaudini,26049082.0,Comedy|Romance,Mackenzie Davis,Josh Pais,dating|divorce|father daughter relationship|mother daughter relationship|party,English,USA,8000000.0,2.35
The Monuments Men,2014,George Clooney,American,"George Clooney
Matt Damon
Bill Murray
John Goodman",war,Color,118.0,Matt Damon,78031620.0,Drama|War,Bill Murray,Bob Balaban,art|art expert|nazi stolen art|soldier|world war two,English,USA,70000000.0,2.35
Endless Love,2014,Shana Feste,American,"Alex Pettyfer
Gabriella Wilde
Bruce Greenwood
Robert Patrick",romance,Color,104.0,Bruce Greenwood,23393765.0,Drama|Romance,Alex Pettyfer,Rhys Wakefield,brother sister relationship|high school graduation|love|sparkler|unfaithful husband,English,USA,20000000.0,2.35
RoboCop,2014,José Padilha,American,"Joel Kinnaman
Gary Oldman
Michael Keaton
Samuel L. Jackson",action,Color,117.0,Abbie Cornish,58607007.0,Action|Crime|Sci-Fi|Thriller,Gary Oldman,Jennifer Ehle,law enforcement|police|robocop|robot|technology,English,USA,100000000.0,2.35
3 Days to Kill,2014,McG,American,"Kevin Costner
Amber Heard
Hailee Steinfeld
Connie Nielsen",thriller,Color,123.0,Richard Sammel,30688364.0,Action|Drama|Thriller,Connie Nielsen,Tómas Lemarquis,cancer|estranged wife|leather dress|spy|terrorist,English,USA,28000000.0,2.35
Non-Stop,2014,Jaume Collet-Serra,American,"Liam Neeson
Julianne Moore
Scoot McNairy
Michelle Dockery",action,Color,106.0,Nate Parker,91439400.0,Action|Mystery|Thriller,Liam Neeson,Scoot McNairy,air marshal|death|passenger|terrorist|transatlantic flight,English,UK,50000000.0,2.35
Son of God,2014,Christopher Spencer,American,"Diogo Morgado
Roma Downey
Darwin Shaw",christian,Color,170.0,Amber Rose Revah,59696176.0,Biography|Drama|History,Roma Downey,Darwin Shaw,bare chested male bondage|crucifixion|loincloth|reference to god|resurrection,English,USA,22000000.0,2.35
300: Rise of an Empire,2014,Noam Murro,American,"Sullivan Stapleton
Eva Green
Lena Headey
Rodrigo Santoro",fantasy,Color,102.0,Sullivan Stapleton,106369117.0,Action|Drama|Fantasy|War,Eva Green,Peter Mensah,army|commander|female rear nudity|greek|navy,English,USA,110000000.0,2.35
Mr. Peabody & Sherman,2014,Rob Minkoff,American,"Ty Burrell
Max Charles
Ariel Winter
Leslie Mann",adventure,Color,92.0,Zach Callison,111505642.0,Adventure|Animation|Comedy|Family|Sci-Fi,Ty Burrell,Karan Brar,dog|father son relationship|inventor|talking dog|time travel,English,USA,145000000.0,1.85
Need for Speed,2014,Scott Waugh,American,"Aaron Paul
Dominic Cooper
Imogen Poots
Kid Cudi",action,Color,132.0,Dominic Cooper,43568507.0,Action|Crime|Drama|Thriller,Rami Malek,Ramon Rodriguez,cross country|custom car|illegal street racing|police officer crushed|street racing,English,USA,66000000.0,2.35
Divergent,2014,Neil Burger,American,"Shailene Woodley
Theo James
Ashley Judd
Jai Courtney
Zoë Kravitz",science fiction,Color,139.0,Theo James,150832203.0,Adventure|Mystery|Sci-Fi,Kate Winslet,Mekhi Phifer,army|brother sister relationship|dystopia|father son relationship|narrated by character,English,USA,85000000.0,2.35
Muppets Most Wanted,2014,James Bobin,American,"Ricky Gervais
Ty Burrell
Steve Whitmire
Tina Fey",comedy,Color,119.0,Tina Fey,51178893.0,Adventure|Comedy|Crime|Family|Musical,Ty Burrell,Hugh Bonneville,europe|frog|gulag|prison break|puppet,English,USA,50000000.0,1.85
Noah,2014,Darren Aronofsky,American,"Russell Crowe
Emma Watson
Logan Lerman
Anthony Hopkins",biblical,Color,138.0,Emma Watson,101160529.0,Action|Adventure|Drama,Anthony Hopkins,Logan Lerman,ark|flood|noah's ark|water|wrath of god,English,USA,125000000.0,1.85
Sabotage,2014,David Ayer,American,"Arnold Schwarzenegger
Terrence Howard
Sam Worthington
Olivia Williams",action,Color,109.0,Martin Donovan,10499968.0,Action|Crime|Drama|Thriller,Mireille Enos,Maurice Compte,dea|drug cartel|kicked in the crotch|strip club|tough girl,English,USA,35000000.0,1.85
Draft Day,2014,Ivan Reitman,American,"Kevin Costner
Jennifer Garner
Denis Leary
Frank Langella",drama,Color,110.0,Chi McBride,28831145.0,Drama|Sport,Jennifer Garner,Patrick St. Esprit,cleveland browns|head coach|linebacker|nfl|team owner,English,USA,25000000.0,2.35
Rio 2,2014,Carlos Saldanha,American,"Jesse Eisenberg
Anne Hathaway
Jamie Foxx
Leslie Mann",animated,Color,101.0,Rachel Crow,131536019.0,Adventure|Animation|Comedy|Family|Musical,Miguel Ferrer,Jeffrey Garcia,amazon|bird|father in law|jungle|no opening credits,English,USA,103000000.0,2.35
Heaven Is for Real,2014,Randall Wallace,American,"Connor Corum
Greg Kinnear
Kelly Reilly
Lance Styles",christian,Color,99.0,Connor Corum,91443253.0,Biography|Drama,Jacob Vargas,Rob Moran,based on true story|christ|christian|near death experience|pastor,English,USA,12000000.0,2.35
A Haunted House 2,2014,Michael Tiddes,American,"Marlon Wayans
Jaime Pressly
Essence Atkins",black comedy,Color,86.0,Essence Atkins,17314483.0,Comedy|Fantasy,Ashley Rickards,Gabriel Iglesias,bare breasts|parody|sexual innuendo|slip and fall|squirting orgasm,English,USA,4000000.0,1.85
Transcendence,2014,Wally Pfister,American,"Johnny Depp
Morgan Freeman
Rebecca Hall",science fiction,Color,119.0,Morgan Freeman,23014504.0,Drama|Mystery|Romance|Sci-Fi|Thriller,Johnny Depp,Clifton Collins Jr.,artificial intelligence|consciousness|power outage|scientist|technology,English,UK,100000000.0,2.35
Brick Mansions,2014,Camille Delamarre,American,"Paul Walker
David Belle
RZA
Catalina Denis",action,Color,100.0,Robert Maillet,20285518.0,Action|Crime|Drama|Thriller,Paul Walker,RZA,bare chested male bondage|crime lord|die hard scenario|two word title|undercover,English,France,28000000.0,2.35
The Other Woman,2014,Nick Cassavetes,American,"Cameron Diaz
Leslie Mann
Kate Upton
Nicki Minaj",romantic comedy,Color,109.0,Kate Upton,83906114.0,Comedy|Romance,Don Johnson,David Thornton,beach house|blonde bombshell|cheating husband|revenge|wife meets mistress,English,USA,40000000.0,2.35
The Amazing Spider-Man 2,2014,Marc Webb,American,"Andrew Garfield
Emma Stone
Jamie Foxx
Dane DeHaan",action,Color,142.0,Andrew Garfield,202853933.0,Action|Adventure|Fantasy|Sci-Fi,Emma Stone,B.J. Novak,costumed hero|death of girlfriend|masked vigilante|returning character killed off|teenager,English,USA,200000000.0,2.35
